transaction_date,account,description,debit,credit,category,transaction_type,customer_vendor,payment_method,reference
05-Apr-23,Accounts Payable,Transaction 47107,530.72,530.72,Revenue,Transfer,Customer 92,Cash,31245
20-Oct-23,Inventory,Transaction 47108,298.37,298.37,Expense,Sale,Customer 72,Cash,55764
14-May-23,Accounts Receivable,Transaction 47109,928.34,928.34,Liability,Transfer,Customer 54,Cash,70409
02-Aug-23,Accounts Receivable,Transaction 47110,826.05,826.05,Asset,Expense,Customer 17,Bank Transfer,95014
04-Aug-23,Cash,Transaction 47111,992.85,992.85,Expense,Sale,Customer 62,Check,68075
03-Nov-23,Accounts Receivable,Transaction 47112,362.67,362.67,Revenue,Purchase,Customer 36,Credit Card,68676
24-Apr-23,Accounts Receivable,Transaction 47113,946.25,946.25,Revenue,Expense,Customer 38,Credit Card,17451
20-Aug-23,Cash,Transaction 47114,727.07,727.07,Liability,Transfer,Customer 64,Credit Card,79702
22-May-23,Cash,Transaction 47115,960.74,960.74,Liability,Purchase,Customer 11,Check,51968
04-Dec-23,Accounts Payable,Transaction 47116,946.11,946.11,Expense,Sale,Customer 92,Cash,65666
28-Aug-23,Inventory,Transaction 47117,489.97,489.97,Liability,Sale,Customer 13,Bank Transfer,57981
14-Oct-23,Cash,Transaction 47118,639.76,639.76,Liability,Transfer,Customer 88,Check,99171
13-Nov-23,Inventory,Transaction 47119,696.56,696.56,Asset,Purchase,Customer 47,Cash,85422
13-Jul-23,Inventory,Transaction 47120,722.11,722.11,Revenue,Sale,Customer 30,Credit Card,94618
03-Apr-23,Cash,Transaction 47121,730.22,730.22,Asset,Sale,Customer 95,Bank Transfer,61187
19-Jun-23,Accounts Payable,Transaction 47122,720.33,720.33,Expense,Purchase,Customer 71,Check,77126
18-Dec-23,Accounts Receivable,Transaction 47123,844.93,844.93,Liability,Sale,Customer 58,Bank Transfer,99439
22-May-23,Inventory,Transaction 47124,694.16,694.16,Expense,Transfer,Customer 61,Check,12116
25-Apr-23,Cash,Transaction 47125,609.91,609.91,Liability,Purchase,Customer 42,Credit Card,12503
20-Nov-23,Inventory,Transaction 47126,644.04,644.04,Asset,Transfer,Customer 43,Cash,45546
04-Aug-23,Accounts Payable,Transaction 47127,307.3,307.3,Asset,Purchase,Customer 33,Credit Card,69672
25-Oct-23,Inventory,Transaction 47128,833.65,833.65,Liability,Expense,Customer 39,Cash,20250
13-Dec-23,Accounts Payable,Transaction 47129,288.28,288.28,Revenue,Purchase,Customer 62,Credit Card,49272
05-Mar-23,Cash,Transaction 47130,160.34,160.34,Revenue,Purchase,Customer 46,Credit Card,79744
25-Jun-23,Accounts Receivable,Transaction 47131,671.07,671.07,Liability,Purchase,Customer 60,Check,70322
15-Mar-23,Cash,Transaction 47132,159.43,159.43,Revenue,Sale,Customer 44,Cash,87185
13-Jul-23,Accounts Payable,Transaction 47133,242.33,242.33,Liability,Sale,Customer 74,Cash,63592
12-Apr-23,Inventory,Transaction 47134,528.23,528.23,Liability,Transfer,Customer 6,Cash,70074
25-Jul-23,Inventory,Transaction 47135,250.51,250.51,Expense,Purchase,Customer 39,Cash,98277
12-Dec-23,Accounts Payable,Transaction 47136,639.51,639.51,Expense,Purchase,Customer 47,Bank Transfer,72037
25-Jan-23,Cash,Transaction 47137,584.23,584.23,Revenue,Purchase,Customer 62,Check,40692
05-Apr-23,Accounts Receivable,Transaction 47138,764.77,764.77,Revenue,Expense,Customer 7,Credit Card,28586
25-Oct-23,Accounts Receivable,Transaction 47139,367.33,367.33,Revenue,Transfer,Customer 47,Bank Transfer,22902
15-Apr-23,Cash,Transaction 47140,766.49,766.49,Revenue,Purchase,Customer 93,Credit Card,83173
23-Aug-23,Accounts Receivable,Transaction 47141,415.36,415.36,Liability,Purchase,Customer 28,Credit Card,33466
22-Mar-23,Accounts Receivable,Transaction 47142,473,473,Asset,Sale,Customer 93,Bank Transfer,53388
23-Feb-23,Accounts Payable,Transaction 47143,469.64,469.64,Expense,Transfer,Customer 24,Check,63029
09-May-23,Inventory,Transaction 47144,851.34,851.34,Revenue,Expense,Customer 75,Bank Transfer,52746
27-Nov-23,Cash,Transaction 47145,134.33,134.33,Expense,Sale,Customer 25,Credit Card,45493
21-May-23,Cash,Transaction 47146,788.91,788.91,Liability,Purchase,Customer 17,Bank Transfer,97882
14-Jan-23,Accounts Receivable,Transaction 47147,725.17,725.17,Expense,Sale,Customer 25,Check,83794
16-Feb-23,Accounts Receivable,Transaction 47148,976.39,976.39,Expense,Purchase,Customer 45,Bank Transfer,29465
09-Mar-23,Accounts Receivable,Transaction 47149,586.47,586.47,Expense,Expense,Customer 39,Cash,88276
09-Oct-23,Accounts Payable,Transaction 47150,767.15,767.15,Liability,Expense,Customer 64,Check,83699
09-Jan-23,Accounts Payable,Transaction 47151,824.4,824.4,Expense,Transfer,Customer 21,Cash,54375
04-Nov-23,Accounts Receivable,Transaction 47152,816.08,816.08,Asset,Transfer,Customer 94,Credit Card,44241
20-Oct-23,Cash,Transaction 47153,938.65,938.65,Asset,Purchase,Customer 54,Bank Transfer,61001
07-Oct-23,Accounts Receivable,Transaction 47154,855.6,855.6,Liability,Expense,Customer 54,Cash,24852
11-Jan-23,Accounts Receivable,Transaction 47155,825.92,825.92,Revenue,Expense,Customer 35,Check,75531
06-Oct-23,Accounts Payable,Transaction 47156,782.28,782.28,Asset,Purchase,Customer 16,Bank Transfer,78019
16-Oct-23,Inventory,Transaction 47157,226,226,Expense,Purchase,Customer 83,Cash,63859
16-Dec-23,Accounts Receivable,Transaction 47158,473.79,473.79,Revenue,Transfer,Customer 100,Bank Transfer,72300
20-Oct-23,Inventory,Transaction 47159,873.88,873.88,Asset,Purchase,Customer 22,Credit Card,68113
28-Feb-23,Inventory,Transaction 47160,337,337,Expense,Sale,Customer 98,Credit Card,38101
25-Oct-23,Inventory,Transaction 47161,451.62,451.62,Liability,Expense,Customer 6,Bank Transfer,47508
20-Mar-23,Accounts Receivable,Transaction 47162,710.46,710.46,Asset,Transfer,Customer 24,Bank Transfer,21988
04-Feb-23,Inventory,Transaction 47163,695.92,695.92,Expense,Expense,Customer 17,Check,18221
03-Jul-23,Accounts Receivable,Transaction 47164,691.4,691.4,Revenue,Purchase,Customer 71,Bank Transfer,12813
04-Sep-23,Accounts Receivable,Transaction 47165,312.44,312.44,Revenue,Sale,Customer 27,Bank Transfer,24727
09-Dec-23,Inventory,Transaction 47166,541.26,541.26,Expense,Expense,Customer 20,Credit Card,59499
03-Mar-23,Accounts Receivable,Transaction 47167,890.01,890.01,Expense,Transfer,Customer 78,Credit Card,72367
03-Apr-23,Inventory,Transaction 47168,827.15,827.15,Revenue,Purchase,Customer 42,Check,13252
26-Oct-23,Inventory,Transaction 47169,435.2,435.2,Liability,Sale,Customer 47,Check,69444
17-May-23,Accounts Receivable,Transaction 47170,782.85,782.85,Expense,Expense,Customer 9,Cash,65227
25-Nov-23,Inventory,Transaction 47171,109.7,109.7,Liability,Purchase,Customer 36,Check,79225
13-Apr-23,Accounts Receivable,Transaction 47172,357.35,357.35,Revenue,Expense,Customer 84,Check,15865
05-Sep-23,Accounts Receivable,Transaction 47173,362.14,362.14,Liability,Expense,Customer 58,Cash,75920
23-Feb-23,Accounts Payable,Transaction 47174,768.12,768.12,Asset,Transfer,Customer 10,Cash,46478
17-Jun-23,Cash,Transaction 47175,894.74,894.74,Revenue,Expense,Customer 87,Bank Transfer,95699
21-Feb-23,Accounts Payable,Transaction 47176,443.43,443.43,Asset,Purchase,Customer 92,Cash,97620
15-Oct-23,Accounts Payable,Transaction 47177,934.64,934.64,Asset,Transfer,Customer 45,Check,47615
27-Feb-23,Cash,Transaction 47178,938.16,938.16,Liability,Expense,Customer 52,Credit Card,13227
25-Oct-23,Inventory,Transaction 47179,111.08,111.08,Liability,Purchase,Customer 54,Check,94479
21-Jan-23,Accounts Receivable,Transaction 47180,509.42,509.42,Liability,Sale,Customer 42,Cash,70016
13-Jul-23,Accounts Receivable,Transaction 47181,788.43,788.43,Liability,Sale,Customer 24,Bank Transfer,50264
28-Feb-23,Accounts Payable,Transaction 47182,382.14,382.14,Revenue,Expense,Customer 23,Cash,61071
11-Jul-23,Accounts Receivable,Transaction 47183,847.62,847.62,Liability,Purchase,Customer 10,Check,15065
23-Mar-23,Inventory,Transaction 47184,575.62,575.62,Asset,Purchase,Customer 7,Check,40351
06-Oct-23,Cash,Transaction 47185,424.22,424.22,Expense,Sale,Customer 65,Bank Transfer,90979
06-Feb-23,Accounts Payable,Transaction 47186,905.03,905.03,Expense,Sale,Customer 50,Check,28796
06-May-23,Accounts Payable,Transaction 47187,692.48,692.48,Expense,Transfer,Customer 79,Check,40831
08-Mar-23,Cash,Transaction 47188,727.48,727.48,Asset,Sale,Customer 26,Cash,50726
23-Dec-23,Cash,Transaction 47189,440.28,440.28,Expense,Transfer,Customer 53,Bank Transfer,39443
13-Mar-23,Accounts Payable,Transaction 47190,680.74,680.74,Asset,Sale,Customer 61,Check,49151
21-Apr-23,Cash,Transaction 47191,887.19,887.19,Expense,Expense,Customer 18,Check,30007
22-Sep-23,Inventory,Transaction 47192,910.72,910.72,Expense,Expense,Customer 37,Cash,87937
26-Sep-23,Inventory,Transaction 47193,904.77,904.77,Asset,Transfer,Customer 81,Credit Card,64142
25-Jul-23,Cash,Transaction 47194,929.46,929.46,Expense,Transfer,Customer 87,Check,62281
06-Jun-23,Cash,Transaction 47195,680.41,680.41,Liability,Expense,Customer 29,Bank Transfer,52827
20-Sep-23,Accounts Receivable,Transaction 47196,455.79,455.79,Liability,Sale,Customer 37,Check,92663
18-Jul-23,Inventory,Transaction 47197,956.9,956.9,Asset,Transfer,Customer 90,Bank Transfer,25992
08-Oct-23,Accounts Payable,Transaction 47198,588.48,588.48,Asset,Purchase,Customer 42,Check,19735
13-Jan-23,Cash,Transaction 47199,694.73,694.73,Expense,Purchase,Customer 45,Cash,37469
19-Mar-23,Inventory,Transaction 47200,877.43,877.43,Liability,Purchase,Customer 92,Credit Card,50961
21-Jan-23,Accounts Receivable,Transaction 47201,752.27,752.27,Asset,Transfer,Customer 41,Credit Card,78084
25-Sep-23,Accounts Payable,Transaction 47202,659.01,659.01,Liability,Sale,Customer 78,Check,44946
28-Jan-23,Inventory,Transaction 47203,747.87,747.87,Revenue,Purchase,Customer 49,Cash,88528
01-Jun-23,Accounts Payable,Transaction 47204,688.15,688.15,Revenue,Purchase,Customer 15,Credit Card,63649
07-Sep-23,Accounts Receivable,Transaction 47205,639.8,639.8,Revenue,Expense,Customer 69,Credit Card,73553
11-Jul-23,Accounts Payable,Transaction 47206,375.64,375.64,Asset,Purchase,Customer 54,Check,55395
07-Dec-23,Inventory,Transaction 47207,729.53,729.53,Expense,Expense,Customer 85,Check,16368
26-Oct-23,Cash,Transaction 47208,573.22,573.22,Liability,Transfer,Customer 3,Bank Transfer,36469
27-Jun-23,Cash,Transaction 47209,739.01,739.01,Expense,Expense,Customer 8,Check,44926
22-Jul-23,Accounts Payable,Transaction 47210,286.89,286.89,Expense,Purchase,Customer 48,Cash,21021
24-Oct-23,Cash,Transaction 47211,243.67,243.67,Revenue,Purchase,Customer 26,Bank Transfer,34318
19-Apr-23,Accounts Receivable,Transaction 47212,370.29,370.29,Expense,Transfer,Customer 92,Check,53825
21-Sep-23,Inventory,Transaction 47213,671.9,671.9,Revenue,Purchase,Customer 2,Credit Card,96088
11-Aug-23,Accounts Receivable,Transaction 47214,504.09,504.09,Liability,Purchase,Customer 85,Bank Transfer,14129
12-Feb-23,Accounts Payable,Transaction 47215,252.27,252.27,Revenue,Purchase,Customer 6,Credit Card,51215
10-Sep-23,Accounts Receivable,Transaction 47216,512.92,512.92,Asset,Purchase,Customer 4,Credit Card,60706
09-Mar-23,Accounts Payable,Transaction 47217,528.34,528.34,Expense,Expense,Customer 28,Bank Transfer,57101
15-Jan-23,Cash,Transaction 47218,617.12,617.12,Expense,Expense,Customer 16,Check,79917
27-Jun-23,Accounts Receivable,Transaction 47219,425.48,425.48,Liability,Purchase,Customer 48,Check,12773
06-Apr-23,Cash,Transaction 47220,680.51,680.51,Asset,Transfer,Customer 52,Check,53922
25-May-23,Inventory,Transaction 47221,668.73,668.73,Expense,Sale,Customer 92,Bank Transfer,37954
26-Oct-23,Accounts Receivable,Transaction 47222,731.84,731.84,Liability,Transfer,Customer 29,Bank Transfer,27970
26-Nov-23,Accounts Payable,Transaction 47223,382.96,382.96,Liability,Sale,Customer 81,Credit Card,48075
19-Nov-23,Cash,Transaction 47224,289.64,289.64,Liability,Purchase,Customer 50,Bank Transfer,74668
05-May-23,Accounts Receivable,Transaction 47225,287.98,287.98,Liability,Purchase,Customer 83,Cash,67822
24-Jan-23,Accounts Receivable,Transaction 47226,676.8,676.8,Revenue,Sale,Customer 66,Credit Card,70286
16-Apr-23,Accounts Receivable,Transaction 47227,756.14,756.14,Asset,Expense,Customer 92,Bank Transfer,98200
22-Jan-23,Accounts Receivable,Transaction 47228,262.54,262.54,Expense,Purchase,Customer 76,Check,86351
17-Aug-23,Cash,Transaction 47229,894.55,894.55,Revenue,Expense,Customer 47,Check,69977
19-Nov-23,Inventory,Transaction 47230,970.92,970.92,Asset,Transfer,Customer 85,Cash,66508
19-Sep-23,Cash,Transaction 47231,619.91,619.91,Liability,Sale,Customer 66,Bank Transfer,71384
08-Jul-23,Cash,Transaction 47232,994.02,994.02,Expense,Transfer,Customer 14,Cash,81694
26-Aug-23,Cash,Transaction 47233,742.67,742.67,Liability,Expense,Customer 48,Credit Card,92546
12-Aug-23,Accounts Receivable,Transaction 47234,583.47,583.47,Expense,Transfer,Customer 74,Check,15174
17-Sep-23,Accounts Payable,Transaction 47235,261.44,261.44,Liability,Transfer,Customer 95,Bank Transfer,60339
19-May-23,Accounts Receivable,Transaction 47236,420.96,420.96,Liability,Transfer,Customer 64,Cash,92403
14-Feb-23,Cash,Transaction 47237,734.98,734.98,Expense,Purchase,Customer 33,Cash,82143
06-Feb-23,Inventory,Transaction 47238,459.46,459.46,Expense,Expense,Customer 81,Bank Transfer,88881
17-May-23,Accounts Receivable,Transaction 47239,383.44,383.44,Expense,Purchase,Customer 55,Cash,31198
02-Jun-23,Inventory,Transaction 47240,383.78,383.78,Expense,Expense,Customer 10,Cash,70224
21-Jul-23,Cash,Transaction 47241,779.42,779.42,Expense,Expense,Customer 74,Check,70552
27-Jun-23,Accounts Receivable,Transaction 47242,787.12,787.12,Liability,Purchase,Customer 21,Cash,61777
21-Sep-23,Inventory,Transaction 47243,673.18,673.18,Expense,Sale,Customer 25,Credit Card,44521
24-Nov-23,Accounts Receivable,Transaction 47244,499.95,499.95,Revenue,Transfer,Customer 23,Check,46616
08-Jun-23,Accounts Payable,Transaction 47245,840.22,840.22,Asset,Purchase,Customer 26,Cash,72981
09-Mar-23,Cash,Transaction 47246,164.41,164.41,Liability,Purchase,Customer 27,Credit Card,21315
05-Jun-23,Accounts Receivable,Transaction 47247,589.46,589.46,Revenue,Purchase,Customer 19,Cash,36096
05-Jun-23,Inventory,Transaction 47248,838.41,838.41,Liability,Purchase,Customer 66,Check,43617
06-Jan-23,Accounts Receivable,Transaction 47249,28.47,28.47,Revenue,Transfer,Customer 4,Check,24036
14-Aug-23,Accounts Payable,Transaction 47250,253.54,253.54,Revenue,Purchase,Customer 4,Check,44939
23-Jan-23,Inventory,Transaction 47251,314.33,314.33,Revenue,Sale,Customer 47,Check,69000
17-Jan-23,Cash,Transaction 47252,919.83,919.83,Asset,Purchase,Customer 72,Check,13122
09-Oct-23,Inventory,Transaction 47253,962.95,962.95,Liability,Sale,Customer 66,Check,81799
25-Sep-23,Accounts Payable,Transaction 47254,642.48,642.48,Expense,Expense,Customer 65,Bank Transfer,39513
14-Mar-23,Cash,Transaction 47255,994.87,994.87,Revenue,Transfer,Customer 95,Credit Card,31703
15-Dec-23,Inventory,Transaction 47256,932.67,932.67,Asset,Expense,Customer 5,Bank Transfer,98211
15-Oct-23,Inventory,Transaction 47257,630.64,630.64,Revenue,Transfer,Customer 67,Cash,33649
26-Jul-23,Accounts Payable,Transaction 47258,380.81,380.81,Asset,Purchase,Customer 64,Check,21348
22-Sep-23,Cash,Transaction 47259,915.4,915.4,Liability,Expense,Customer 55,Bank Transfer,52184
01-Oct-23,Inventory,Transaction 47260,166.97,166.97,Revenue,Transfer,Customer 49,Cash,51573
25-Jan-23,Accounts Payable,Transaction 47261,631.25,631.25,Expense,Expense,Customer 87,Credit Card,71603
08-Oct-23,Inventory,Transaction 47262,702.61,702.61,Expense,Sale,Customer 21,Cash,20792
23-Jan-23,Cash,Transaction 47263,110.32,110.32,Expense,Purchase,Customer 4,Credit Card,74619
21-Jun-23,Accounts Payable,Transaction 47264,704.51,704.51,Expense,Purchase,Customer 38,Bank Transfer,91586
04-Oct-23,Accounts Receivable,Transaction 47265,135.22,135.22,Revenue,Expense,Customer 91,Cash,51948
27-Mar-23,Accounts Receivable,Transaction 47266,736.01,736.01,Liability,Sale,Customer 44,Bank Transfer,78527
08-Oct-23,Accounts Payable,Transaction 47267,649.7,649.7,Expense,Purchase,Customer 82,Bank Transfer,90370
17-Jan-23,Accounts Receivable,Transaction 47268,581.82,581.82,Liability,Sale,Customer 58,Cash,24864
06-Feb-23,Inventory,Transaction 47269,923.98,923.98,Expense,Expense,Customer 61,Credit Card,53258
03-Jan-23,Inventory,Transaction 47270,669.35,669.35,Asset,Expense,Customer 67,Credit Card,52704
02-Jul-23,Inventory,Transaction 47271,986.15,986.15,Liability,Transfer,Customer 42,Credit Card,83634
11-Aug-23,Accounts Receivable,Transaction 47272,925.45,925.45,Revenue,Expense,Customer 33,Bank Transfer,18937
21-May-23,Accounts Payable,Transaction 47273,589.41,589.41,Liability,Transfer,Customer 55,Credit Card,50429
06-Mar-23,Accounts Payable,Transaction 47274,861.94,861.94,Revenue,Expense,Customer 67,Bank Transfer,84108
20-Dec-23,Accounts Payable,Transaction 47275,286.47,286.47,Liability,Transfer,Customer 29,Check,84981
21-Dec-23,Accounts Receivable,Transaction 47276,732.95,732.95,Expense,Transfer,Customer 98,Credit Card,50852
04-Sep-23,Inventory,Transaction 47277,803.14,803.14,Revenue,Transfer,Customer 49,Check,60151
12-Sep-23,Cash,Transaction 47278,720.48,720.48,Expense,Purchase,Customer 20,Cash,93123
19-Feb-23,Inventory,Transaction 47279,365.67,365.67,Revenue,Purchase,Customer 56,Cash,37589
26-Sep-23,Inventory,Transaction 47280,688.29,688.29,Liability,Sale,Customer 66,Check,45273
13-Oct-23,Inventory,Transaction 47281,245.77,245.77,Revenue,Purchase,Customer 74,Cash,82469
15-Jul-23,Accounts Receivable,Transaction 47282,663.88,663.88,Expense,Expense,Customer 68,Credit Card,51940
02-Aug-23,Inventory,Transaction 47283,620.27,620.27,Liability,Transfer,Customer 28,Credit Card,62709
20-Dec-23,Accounts Receivable,Transaction 47284,935.2,935.2,Liability,Purchase,Customer 1,Cash,75026
11-May-23,Cash,Transaction 47285,181.56,181.56,Liability,Expense,Customer 84,Bank Transfer,63719
21-Aug-23,Accounts Receivable,Transaction 47286,316.56,316.56,Liability,Expense,Customer 68,Bank Transfer,24940
20-Jul-23,Accounts Payable,Transaction 47287,815.29,815.29,Asset,Sale,Customer 31,Credit Card,26194
03-Apr-23,Inventory,Transaction 47288,753.58,753.58,Asset,Expense,Customer 17,Bank Transfer,48015
06-Apr-23,Cash,Transaction 47289,853.7,853.7,Asset,Expense,Customer 34,Check,61095
15-Jul-23,Accounts Receivable,Transaction 47290,858.22,858.22,Expense,Transfer,Customer 30,Cash,44388
27-Jun-23,Cash,Transaction 47291,996.47,996.47,Liability,Expense,Customer 75,Bank Transfer,81712
28-Feb-23,Cash,Transaction 47292,818.52,818.52,Expense,Expense,Customer 67,Cash,29325
07-May-23,Inventory,Transaction 47293,744.89,744.89,Revenue,Sale,Customer 62,Bank Transfer,51210
21-Oct-23,Accounts Receivable,Transaction 47294,992.3,992.3,Expense,Expense,Customer 49,Bank Transfer,99827
16-Jul-23,Accounts Receivable,Transaction 47295,874.73,874.73,Expense,Transfer,Customer 30,Bank Transfer,22101
24-Apr-23,Accounts Receivable,Transaction 47296,759.29,759.29,Asset,Transfer,Customer 57,Bank Transfer,82105
27-Jun-23,Accounts Receivable,Transaction 47297,915.64,915.64,Asset,Expense,Customer 55,Check,50357
20-Sep-23,Accounts Receivable,Transaction 47298,752.69,752.69,Expense,Transfer,Customer 2,Cash,33835
12-Jul-23,Cash,Transaction 47299,972.91,972.91,Liability,Transfer,Customer 80,Credit Card,46425
07-Jun-23,Accounts Payable,Transaction 47300,511.46,511.46,Revenue,Sale,Customer 49,Cash,20945
17-May-23,Inventory,Transaction 47301,177.79,177.79,Liability,Purchase,Customer 46,Check,20902
12-Jan-23,Accounts Payable,Transaction 47302,532.93,532.93,Revenue,Purchase,Customer 65,Bank Transfer,14666
24-Jul-23,Inventory,Transaction 47303,721.5,721.5,Revenue,Purchase,Customer 96,Check,21175
25-Mar-23,Accounts Payable,Transaction 47304,473.4,473.4,Expense,Purchase,Customer 74,Cash,97133
08-Jun-23,Inventory,Transaction 47305,958.85,958.85,Expense,Sale,Customer 41,Cash,83054
25-Sep-23,Accounts Receivable,Transaction 47306,360.01,360.01,Revenue,Transfer,Customer 28,Credit Card,84777
10-Dec-23,Accounts Payable,Transaction 47307,491.97,491.97,Liability,Expense,Customer 93,Bank Transfer,91403
25-Dec-23,Accounts Payable,Transaction 47308,517.2,517.2,Expense,Expense,Customer 40,Check,12553
24-May-23,Accounts Payable,Transaction 47309,311.24,311.24,Revenue,Sale,Customer 19,Credit Card,16147
16-Jun-23,Accounts Receivable,Transaction 47310,496.08,496.08,Revenue,Transfer,Customer 13,Cash,82329
26-Aug-23,Accounts Payable,Transaction 47311,100.34,100.34,Liability,Purchase,Customer 42,Check,81744
21-May-23,Inventory,Transaction 47312,360.91,360.91,Asset,Sale,Customer 88,Credit Card,92058
03-Jun-23,Accounts Receivable,Transaction 47313,715.47,715.47,Liability,Purchase,Customer 45,Cash,92599
24-Feb-23,Accounts Receivable,Transaction 47314,638.3,638.3,Asset,Sale,Customer 37,Credit Card,60519
08-Feb-23,Accounts Receivable,Transaction 47315,742.14,742.14,Asset,Expense,Customer 40,Bank Transfer,83147
27-Apr-23,Inventory,Transaction 47316,525.01,525.01,Asset,Purchase,Customer 59,Credit Card,20133
13-Jun-23,Cash,Transaction 47317,932.69,932.69,Revenue,Expense,Customer 43,Credit Card,42484
20-Jun-23,Inventory,Transaction 47318,928.5,928.5,Revenue,Expense,Customer 75,Cash,40600
10-Nov-23,Inventory,Transaction 47319,735.29,735.29,Expense,Transfer,Customer 7,Check,84088
26-Apr-23,Inventory,Transaction 47320,855.48,855.48,Revenue,Sale,Customer 63,Check,67819
02-Nov-23,Cash,Transaction 47321,888.52,888.52,Expense,Expense,Customer 80,Check,20609
10-Jun-23,Accounts Payable,Transaction 47322,286.66,286.66,Liability,Purchase,Customer 36,Credit Card,24333
20-Sep-23,Inventory,Transaction 47323,777.33,777.33,Liability,Transfer,Customer 39,Check,30320
22-Jan-23,Accounts Receivable,Transaction 47324,852.65,852.65,Asset,Sale,Customer 23,Check,48746
02-Jan-23,Inventory,Transaction 47325,544.31,544.31,Liability,Sale,Customer 53,Check,61431
19-Mar-23,Accounts Receivable,Transaction 47326,286.61,286.61,Revenue,Expense,Customer 77,Cash,15096
24-Jan-23,Inventory,Transaction 47327,364.59,364.59,Liability,Expense,Customer 76,Check,87605
28-Jul-23,Accounts Receivable,Transaction 47328,757.7,757.7,Revenue,Expense,Customer 94,Bank Transfer,24649
22-Jul-23,Cash,Transaction 47329,559.58,559.58,Liability,Expense,Customer 79,Cash,29122
20-Mar-23,Accounts Payable,Transaction 47330,872.92,872.92,Revenue,Expense,Customer 14,Bank Transfer,44160
11-May-23,Accounts Receivable,Transaction 47331,903.35,903.35,Asset,Purchase,Customer 1,Credit Card,96798
21-Aug-23,Accounts Receivable,Transaction 47332,881.83,881.83,Revenue,Purchase,Customer 90,Cash,23010
20-Dec-23,Inventory,Transaction 47333,983.54,983.54,Revenue,Sale,Customer 45,Credit Card,35693
07-Feb-23,Accounts Receivable,Transaction 47334,544.2,544.2,Expense,Transfer,Customer 81,Check,13868
07-Feb-23,Accounts Payable,Transaction 47335,209.15,209.15,Revenue,Expense,Customer 38,Cash,68967
10-Apr-23,Accounts Payable,Transaction 47336,871.34,871.34,Expense,Transfer,Customer 6,Check,43606
05-Dec-23,Inventory,Transaction 47337,588.34,588.34,Asset,Expense,Customer 39,Credit Card,91466
23-Nov-23,Accounts Payable,Transaction 47338,741.64,741.64,Asset,Expense,Customer 74,Check,11437
18-Apr-23,Cash,Transaction 47339,354.81,354.81,Liability,Purchase,Customer 89,Credit Card,71022
28-Aug-23,Inventory,Transaction 47340,213.64,213.64,Revenue,Transfer,Customer 59,Credit Card,72805
11-Dec-23,Accounts Receivable,Transaction 47341,835.35,835.35,Asset,Expense,Customer 49,Cash,56780
24-Jan-23,Accounts Receivable,Transaction 47342,482.24,482.24,Liability,Purchase,Customer 75,Cash,49112
03-Apr-23,Inventory,Transaction 47343,983.67,983.67,Expense,Expense,Customer 33,Bank Transfer,48253
25-Jun-23,Cash,Transaction 47344,422.65,422.65,Expense,Expense,Customer 77,Cash,59055
26-Jun-23,Accounts Payable,Transaction 47345,682.35,682.35,Liability,Sale,Customer 5,Bank Transfer,29452
25-Jan-23,Accounts Receivable,Transaction 47346,492.07,492.07,Expense,Purchase,Customer 42,Bank Transfer,87852
27-Jul-23,Inventory,Transaction 47347,275.92,275.92,Revenue,Transfer,Customer 41,Check,77228
12-Mar-23,Accounts Receivable,Transaction 47348,901.49,901.49,Revenue,Expense,Customer 2,Credit Card,29421
13-Mar-23,Cash,Transaction 47349,708.05,708.05,Asset,Sale,Customer 54,Credit Card,75859
18-Jan-23,Accounts Payable,Transaction 47350,670.43,670.43,Revenue,Expense,Customer 73,Credit Card,15864
12-Apr-23,Accounts Payable,Transaction 47351,916.3,916.3,Expense,Expense,Customer 62,Check,63460
25-Nov-23,Accounts Receivable,Transaction 47352,660.89,660.89,Asset,Transfer,Customer 15,Credit Card,92304
14-Jan-23,Cash,Transaction 47353,529.33,529.33,Expense,Expense,Customer 70,Bank Transfer,15039
04-Sep-23,Accounts Receivable,Transaction 47354,830.4,830.4,Expense,Expense,Customer 80,Cash,30194
09-Apr-23,Inventory,Transaction 47355,613.53,613.53,Expense,Expense,Customer 44,Bank Transfer,26831
06-Feb-23,Cash,Transaction 47356,739.14,739.14,Liability,Transfer,Customer 90,Cash,90521
28-Sep-23,Accounts Payable,Transaction 47357,867.01,867.01,Revenue,Transfer,Customer 31,Credit Card,65251
18-Apr-23,Cash,Transaction 47358,703.71,703.71,Expense,Sale,Customer 95,Check,63820
05-Jun-23,Accounts Payable,Transaction 47359,879.04,879.04,Expense,Sale,Customer 78,Cash,68760
11-Aug-23,Accounts Receivable,Transaction 47360,539.68,539.68,Asset,Purchase,Customer 73,Check,75863
10-Sep-23,Accounts Payable,Transaction 47361,859.36,859.36,Liability,Transfer,Customer 8,Check,40272
02-Nov-23,Accounts Payable,Transaction 47362,859.16,859.16,Asset,Expense,Customer 7,Bank Transfer,20669
17-Dec-23,Inventory,Transaction 47363,561.54,561.54,Liability,Transfer,Customer 63,Cash,15834
26-Jul-23,Accounts Payable,Transaction 47364,587.21,587.21,Asset,Transfer,Customer 76,Credit Card,61686
10-May-23,Inventory,Transaction 47365,881.55,881.55,Liability,Sale,Customer 62,Bank Transfer,96832
10-Mar-23,Cash,Transaction 47366,920.96,920.96,Asset,Sale,Customer 65,Credit Card,50414
08-Aug-23,Cash,Transaction 47367,883.34,883.34,Revenue,Sale,Customer 29,Bank Transfer,42423
